song_idx,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
122,1VCzfYwgyZk4fYl7Tyv7BC,P-Square,Bank Alert,Bank Alert,45,253939,False,0.811,0.92,1,-3.025,1,0.101,0.0736,0.0,0.0389,0.973,129.959,4,dancehall
123,0a6zRnrjmaOcqsEIFkXIhw,Akhil,Khaab,Khaab,72,201689,False,0.662,0.661,0,-5.689,1,0.0514,0.417,0.0,0.0784,0.222,80.009,4,pop
124,2M95nL0Ud35yRuvbNKgxIx,Fleshgod Apocalypse,Labyrinth,Under Black Sails,20,446453,False,0.241,0.986,4,-2.893,1,0.249,0.00876,0.0746,0.265,0.0393,127.431,3,death-metal
125,1i36kkhmhBxf4lYJscg5zK,Bazzi,COSMIC,Fantasy,75,148229,True,0.699,0.668,5,-4.272,0,0.0336,0.154,3.2e-06,0.362,0.314,144.105,4,dance
126,5gSAKO5xY2bd4818dnH0z0,Lane 8,Reviver (Totally Enormous Extinct Dinosaurs Remix),Reviver,38,226341,False,0.523,0.715,3,-10.245,1,0.0477,0.0222,0.695,0.0954,0.232,122.992,4,progressive-house
127,1ZMq0qzXfGnFo7BN03yddJ,Arjun Kanungo;King,Ilzaam (From the Album 'Industry'),Ilzaam (From the Album 'Industry'),67,247374,False,0.697,0.66,10,-5.459,0,0.0352,0.472,0.0,0.243,0.301,93.011,4,pop
128,2WuJqm3cqwVmNHgH03R0uJ,Tren Loco,Ruta 197,Fuera de la Ley,24,213026,False,0.204,0.97,4,-4.074,0,0.128,5.72e-05,0.00041,0.2,0.558,191.63,4,heavy-metal
129,4Dr2hJ3EnVh2Aaot6fRwDO,IU,Love poem,Blueming,69,217053,False,0.819,0.674,0,-3.145,1,0.0587,0.0849,0.0,0.0667,0.682,106.032,4,k-pop
130,39Apu2gqWThmLWtuV0Xxl6,Fit For An Autopsy,Hellbound,Dead In The Dirt,24,206426,False,0.373,0.995,1,-2.235,0,0.162,7.76e-05,0.0,0.341,0.0566,116.398,4,metalcore
131,32YHCNItnCdiYaPbw0uTo8,Annie Lennox,Fifty Shades Of Grey (Original Motion Picture Soundtrack),"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",65,210520,False,0.563,0.383,2,-7.544,0,0.0322,0.283,2.59e-06,0.127,0.357,173.984,3,singer-songwriter
132,53DZTymdCwUwL9yJdqSLjR,Mc Davi,Tudo No Privê,Tudo No Privê,50,211200,False,0.636,0.547,5,-8.916,0,0.15,0.551,0.0,0.0967,0.456,149.951,4,funk
133,3luBu1STG0gHqDNaQ3zRv8,Manolo Muñoz,Éxitos,Angelito,37,132458,False,0.614,0.52,2,-5.9,1,0.0321,0.388,0.0,0.338,0.562,119.4,4,rock-n-roll
134,5LiWJsSSjZh7Y3hqml18Ki,Eddy Kim,당신이 잠든 사이에 Pt. 1 Original Television Soundtrack,긴 밤이 오면,56,226991,False,0.48,0.501,5,-5.511,1,0.0296,0.624,0.0,0.0748,0.222,110.889,4,songwriter
135,7e6qTHVfRdaYsio90s1fHC,Vishal Dadlani,Zindagi Na Milegi Dobara,Ik Junoon (Paint It Red),60,299119,False,0.79,0.848,2,-7.798,1,0.0508,0.364,0.00147,0.148,0.641,127.034,4,hip-hop
136,7t76w9Cwt9JW4iH3boL1Or,João Bosco,"Ai, Ai, Ai De Mim",Quando O Amor Acontece,39,295066,False,0.472,0.278,4,-18.291,1,0.0343,0.788,0.00683,0.101,0.413,99.674,4,samba
137,6rV8hLHi0LbeCXv3mybQMv,DJ Fixx,Drop The Bomb,Drop The Bomb - Original Mix,12,240000,False,0.737,0.888,1,-6.457,1,0.0585,0.00267,0.303,0.152,0.299,130.004,4,breakbeat
138,4JQUCvC3XuCJw2pGRBEQEz,Rod Stewart;CeeLo Green;Trombone Shorty,Rockin' Around The Christmas Tree 2022,"Merry Christmas, Baby",0,231226,False,0.463,0.677,10,-5.528,1,0.0417,0.257,0.0,0.089,0.782,202.05,4,rock
139,1bVslz2XV2aF98w9JQekiA,WRATHE,Just a Dream,Just a Dream,39,201931,False,0.409,0.693,7,-7.833,0,0.042,0.132,0.0,0.105,0.281,144.717,4,dubstep
140,5Yg3kRGlB8UB6Sa8Fq4njc,Navos;Galantis;YOU,What It Feels Like,What It Feels Like,60,146512,False,0.631,0.841,5,-4.284,1,0.0434,0.0306,0.00049,0.157,0.366,124.998,4,deep-house
141,0uPCCa70CruViP9HTpR4ZS,Charlie Brown Jr.,Imunidade Musical,O Futuro É Um Labirinto Pra Quem Não Sabe O Que Quer,39,179360,False,0.521,0.962,6,-3.283,0,0.161,0.291,0.0,0.0633,0.711,158.789,4,hard-rock
142,71PdTCwMDgnmvd8JNOiW8x,RDN;Suel;Ferrugem,"RDN & Amigos, Vol. 1",Só de Olhar,44,111595,False,0.67,0.506,2,-8.022,1,0.0532,0.172,0.0,0.352,0.497,86.073,4,samba
143,0VaIWNqKPjXCfiv3wtKX6P,Asu Maralman,Asu Maralman (Türk Pop Tarihi),Şarkılar Yazdım,34,184440,False,0.507,0.583,5,-8.995,0,0.0326,0.641,4.14e-05,0.35,0.714,104.981,4,psych-rock
144,0Jb3Kq7oDqRznHPIcrQpiX,Nora En Pure,Fibonacci,Fibonacci,51,188483,False,0.685,0.781,5,-6.786,0,0.0326,0.0878,0.824,0.319,0.065,122.015,3,deep-house
145,0NAjsPwvBwJKs0p2RL4GeM,Tobtok;Arinn,Satellite (feat. Arinn),Satellite (feat. Arinn),50,163548,False,0.786,0.736,8,-5.446,1,0.0375,0.00327,0.00505,0.0454,0.678,123.937,4,deep-house
146,6lqtnZCjmzqjkAsCOtDLB3,Jorge & Mateus,10 Anos (Ao Vivo) - Deluxe,O Mundo É Tão Pequeno - Ao Vivo,45,162338,False,0.428,0.911,11,-5.176,0,0.0808,0.167,0.000204,0.799,0.619,139.933,4,sertanejo
147,7ALY67YY6NmlRuWwhYWnSA,Praveen;Shankar;Srinivas;Clinton Cerejo;DJ Aftab,Tamil Romantic Lofi,Endrendrum Punnagai LoFi Mix,2,194333,False,0.565,0.56,9,-8.198,0,0.0281,0.595,0.0025,0.207,0.592,90.016,4,idm
148,3tpFkaXFRMp6Lws7vL6OXe,Hank Williams;Drifting Cowboys,The Complete Hank Williams,I've Just Told Mama Goodbye,15,174600,False,0.398,0.107,2,-13.435,1,0.0318,0.886,0.0,0.152,0.433,105.575,3,honky-tonk
149,1t0nwk5GRdT3frkWp15qSl,Akina Nakamori,コンプリート・シングル・コレクションズ〜ファースト・テン・イヤーズ<ライノ・プレミアム・エディション>,1/2の神話,25,201133,False,0.513,0.86,10,-5.969,0,0.0907,0.0109,0.0279,0.109,0.456,164.913,4,j-idol
150,1Z8LzODEH4hn1fEMJEIARw,Mano;Sujatha,Kizhakku Cheemayile,Aathangarai Maramea Adhil,57,290872,False,0.74,0.283,5,-19.161,1,0.0739,0.266,0.0,0.0792,0.793,90.962,4,pop-film
151,2dxhTCLJOdlpCcHJhsrPVo,Jovonn;DJ Deep,Back in the Dark,Spring,7,344000,False,0.673,0.796,0,-14.583,1,0.1,0.0628,0.93,0.0894,0.8,124.014,4,chicago-house
152,1up0F8kK6mgObzqWi9Myom,Steve Earle,Finest Country,Jerusalem,0,236186,False,0.445,0.776,2,-4.492,1,0.0346,0.00252,0.0074,0.0981,0.403,118.379,4,alt-rock
153,1JhzfKvJtSiAKsGyRV4vNM,Arvid Nero,Mother Earth,Jesus Knocking,21,236106,False,0.581,0.697,0,-7.285,0,0.0301,0.462,0.00192,0.109,0.686,105.46,4,goth
154,5Y0fOjIwvBC7ZZC6l6dOPz,Novos Baianos,Infinito Circular (Ao Vivo),Dê Um Rolê - Ao Vivo,41,196533,False,0.522,0.55,0,-9.911,1,0.0662,0.188,0.0,0.754,0.391,138.276,4,mpb
155,3wMM8cuhbuXo6SwxpkHngK,Evil Activities;DJ Panic,Never Fall Asleep,Never Fall Asleep,17,377362,False,0.446,0.979,7,-7.878,1,0.135,0.0107,0.0509,0.242,0.23,170.0,4,happy
156,5mc6EyF1OIEOhAkD0Gg9Lc,Nine Inch Nails,The Downward Spiral (Deluxe Edition),Closer,66,373306,True,0.546,0.724,10,-8.639,0,0.0427,0.000273,0.667,0.133,0.586,89.991,4,industrial
157,0ADruIr9d1CYUUZKgw8zWp,Sleeping At Last,Turning Page,Turning Page (Live),40,257502,False,0.425,0.236,3,-8.765,1,0.0361,0.987,0.000772,0.123,0.239,126.381,4,ambient
158,3Uuf5AEoI5KoDqYPcITpWT,Jisatsu,Melancholy,Melancholy,53,166588,False,0.48,0.0419,1,-29.08,1,0.0356,0.981,0.905,0.365,0.107,85.008,4,anime
159,1wnBOpVpT01ndkg4EzroAs,Cadena Perpetua,Demasiada Intimidad,Algo Personal,41,185693,False,0.417,0.845,7,-5.421,1,0.111,0.0601,0.0,0.191,0.436,200.072,4,punk
160,7yCP2A4xy9aqDvmofQCPEx,NMB48,難波愛~今、思うこと~ (Type-N),夢に色がない理由/Team N,19,255645,False,0.503,0.806,7,-3.979,1,0.0321,0.287,0.0,0.581,0.394,139.958,4,j-idol
161,6EJKkJavi5aQnj6ItXcm4r,Mo' Horizons;Connección Santiago,Mo' Horizons And The Banana Soundsystem,Chiquita Bonita feat. Connección Santiago,18,288653,False,0.916,0.775,0,-5.523,1,0.056,0.162,1.13e-05,0.0574,0.961,140.047,4,trip-hop
162,0jvS6jSQBZjG0nBiYxYYZT,Henrique & Juliano,Manifesto Musical (Ao Vivo),Coração De Rua - Ao Vivo,49,173415,False,0.56,0.799,1,-3.572,1,0.187,0.362,0.0,0.838,0.661,174.005,4,sertanejo
163,4eNeCUAnq5XuXwGanJb8qi,F.I.R.,飛兒樂團,你的微笑,52,261493,False,0.664,0.929,10,-3.99,0,0.0389,0.0179,0.0,0.123,0.717,123.997,4,mandopop
164,6GkAs8oZIgPjr0GpqA2JSt,Joel Corry;MNEK,Today's Party Hits,Head & Heart,0,166028,False,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4,edm
165,50rPuH2ycZ8TqREI6gOzIW,MC Meno K;DJ Gbeats,Camisa do Brasil,Camisa do Brasil,45,185538,False,0.879,0.64,0,-3.665,0,0.0844,0.206,0.0,0.392,0.626,130.197,4,funk
166,0EKqoSFmZW4dqaJvlEJtMe,Ty Dolla $ign;Post Malone,Good Vibes,Spicy,3,143375,False,0.785,0.523,7,-5.853,1,0.0489,0.144,0.0,0.117,0.134,100.002,4,dance
167,1xLs8Mu1QEVbGCpyHQ2r2U,Dominic Fike,What Could Possibly Go Wrong,Why,71,139906,True,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,4,alternative
168,666ml7se6LQntlMMsTbjUG,Indila,Tik Tock Hits 2022,Ainsi bas la vida,56,214760,False,0.776,0.641,8,-6.925,1,0.098,0.0486,5.78e-06,0.0977,0.436,128.046,4,french
169,7MDwxOvy8omHHqRBch9T3H,Anupam Roy;Iman Chakraborty,Dwitiyo Purush (Original Motion Picture Soundtrack,Je Kawta Din Reprise,42,326040,False,0.49,0.19,7,-10.761,1,0.0324,0.938,0.0018,0.103,0.256,105.926,4,singer-songwriter
170,70t4FwQv2r1o9GQZmxrHVw,Anıl Piyancı,Sen Olmazsan,Sen Olmazsan,38,172983,False,0.764,0.555,11,-7.99,0,0.0722,0.317,0.0,0.165,0.403,124.136,4,turkish
171,1aGxEyEsZBG90bXFolWQ2W,Pense,"Realidade, Vida e Fé","Corpo, Mente, Espírito",32,184513,False,0.541,0.986,8,-4.652,0,0.0889,0.000339,0.000126,0.512,0.854,113.037,4,hardcore
172,5EnCFISDzoIMWMaicJxxX9,Becky G,Lovin' So Hard,Lovin' So Hard,46,221453,False,0.603,0.828,9,-5.664,1,0.0505,0.0616,3.26e-05,0.138,0.551,77.5,4,reggaeton
173,1Miocdl6GtjUnP9YR2XUJ3,Lluvia para Dormir,Lluvia Tranquila: Sonidos de Lluvia en el Promontorio,Niebla Suave,31,92265,False,0.182,0.332,1,-39.625,0,0.0437,0.869,0.981,0.964,1e-05,57.282,3,sleep
174,73mMeeWCtqJOyTNTbNBHwu,Johann Sebastian Bach;English Baroque Soloists;John Eliot Gardiner,Classical Christmas 2022,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 10 Sinfonia",0,319893,False,0.158,0.00972,6,-32.888,1,0.0463,0.949,0.137,0.0955,0.0572,138.062,3,german
175,4uSYnxjz5AQlCGelseiFFV,The Magnetic Fields,Holiday,In My Car,18,176986,False,0.376,0.554,5,-11.649,0,0.0313,0.317,0.856,0.427,0.677,126.672,4,club
176,2GPLn5UUjEfD91aMLFQ3T4,Sepultura,Under a Pale Grey Sky (Live),Spit - Live,22,147066,False,0.356,0.984,6,-5.217,1,0.0984,0.00113,0.103,0.946,0.278,98.836,4,death-metal
177,4Qa9y4SXsLBAhcRZUdtpOw,HUGEL;Cumbiafrica;Matroda,Morenita (Matroda Remix),Morenita - Matroda Remix,56,179047,False,0.746,0.903,8,-5.322,0,0.0724,0.0133,0.615,0.329,0.626,126.088,4,deep-house
178,1QSituq8TP7S5aJvdzwYcP,Norah Jones,Christmas Vibes But Not Christmas Songs,Wintertime,0,228234,False,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz
179,5aUSEPNd3m5xliFK4pn5mU,Zedd;Kehlani,Good Thing (with Kehlani),Good Thing (with Kehlani),68,210901,True,0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913,3,techno
180,6BoeqUM429BLh5Kw1IleDB,Mc Kelvinho,Sonhos,Favela Sorrir,42,240000,False,0.55,0.518,5,-7.206,1,0.112,0.635,7.27e-06,0.181,0.446,180.132,4,funk
181,4fvjWN4iTBr7sQB1qponDE,Jeff Foxworthy,We've Been Thinking,The Only Prostate,30,206684,False,0.497,0.792,5,-10.411,1,0.945,0.735,0.0,0.653,0.18,180.71,4,comedy
182,15aUq0ClcOIR3yQ9fSItaO,Nusrat Fateh Ali Khan,Best Urdu Qawwalies,Mast Nazron Se Allah Bachaye,38,380796,False,0.379,0.806,1,-6.665,1,0.0837,0.152,0.0,0.502,0.613,105.124,4,folk
183,5IzYCxKMZs0QDXRyTwH4dU,Paul Kandel;Chorus - The Hunchback Of Notre Dame,The Hunchback Of Notre Dame (Original Motion Picture Soundtrack),The Bells Of Notre Dame (Reprise),34,71373,False,0.275,0.414,2,-15.251,1,0.0549,0.695,0.000299,0.3,0.268,137.625,3,disney
184,5UETCRZNic9tMJSnDCsTJ3,Woesum;Bladee,Blue Summer,Exceler,39,173069,True,0.585,0.704,5,-7.189,1,0.0262,0.226,0.0018,0.0901,0.466,90.982,4,club
185,3rg66y9pEcPk9q6yodMp3M,Lianne La Havas,Feeling Good - Adult Pop Favorites,Midnight (Solo),0,209791,False,0.519,0.286,2,-7.402,1,0.0556,0.962,0.000639,0.126,0.352,117.678,3,r-n-b
186,7b8iQIt0PtPIFCrk1xiR41,Tha Playah;Ophidian,Sick And Twisted,Return to Greatness,22,232000,True,0.439,0.992,0,-2.015,0,0.307,0.104,1.04e-05,0.0964,0.232,179.945,4,happy
187,4dENAhxnEarHtJ1DEWkm5i,Dom & Roland,The Big Bang,Flux,18,337333,False,0.29,0.878,4,-4.28,1,0.0511,3.12e-05,0.801,0.0554,0.0348,174.055,4,drum-and-bass
188,7momkFLN8wuMlvL6nf0ElV,Mugen Rao,Ring Eh,Ring Eh,22,215971,False,0.771,0.835,1,-7.572,1,0.0477,0.48,0.0,0.276,0.861,104.995,4,malay
189,0sleOewdchPv0eTOHzlYEF,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),Radar,18,247586,False,0.575,0.771,2,-5.977,1,0.0395,0.199,0.00019,0.0882,0.696,77.394,4,afrobeat
190,5b7u3idwfY2LyqMQlCwscm,Palak Muchhal,2016 Shinning Star - Palak Muchhal,"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")",66,241448,False,0.531,0.431,2,-8.937,0,0.037,0.868,2.47e-05,0.127,0.19,107.99,4,pop
191,3u9MwKqInpTUNiGjQcoxXh,Victor Crone,"Yes, I Will Wait","Yes, I Will Wait",59,191600,False,0.584,0.61,5,-6.438,1,0.0303,0.268,0.0,0.0714,0.362,112.093,4,swedish
192,64YIeuGEqrP3Gop8in7JU0,Nacho;Manuel Turizo,Perreo Tenebroso Vol. 2,Déjalo,0,202893,False,0.743,0.796,11,-5.733,1,0.073,0.199,0.0,0.0577,0.683,95.003,4,latino
193,3TBpTpuJWV0xT38JxPEgKM,Angelica Maria,Tesoros De Colección - Los 5 Grandes del Rock,El Amor Es Triste - Love Is Blue,30,141000,False,0.618,0.409,7,-11.928,1,0.0304,0.739,1.37e-05,0.37,0.612,115.957,4,rock-n-roll
194,3PnoKVFFTJm6A0hipw05Xc,Poop Emoji,Best Nintendo Music,The Super Mario Maker 2 Song,9,60000,False,0.91,0.53,7,-8.615,0,0.25,0.553,0.0,0.224,0.886,92.14,4,kids
195,17uI7afUaul1hCzMTF9txd,Meet Bros.;Palak Muchhal;Altamash Faridi,Dream Girl,Ik Mulaqaat,63,247812,False,0.634,0.648,3,-6.781,0,0.0412,0.361,0.0,0.619,0.667,95.989,4,pop-film
196,6dRhcpld5vzJ21gMAY7aZg,Síntese,Sem Cortesia (Vagando na Babilônia / Em Busca de Canaã),Se Escute,44,165903,False,0.638,0.678,9,-4.483,1,0.246,0.33,0.0,0.331,0.375,87.211,4,brazil
197,3QJlUOdlJNe4K1RIMx74vj,Saeed Dehghan,BLABBER BRAIN,And more,0,195335,False,0.611,0.582,9,-7.95,0,0.0603,0.0635,0.351,0.0841,0.251,169.957,4,iranian
198,56U1WCUL6mbxoSSYgbBame,BK;Sain,Castelos & Ruínas,Castelos & Ruínas,52,249490,False,0.799,0.584,2,-8.157,1,0.118,0.103,1.11e-06,0.457,0.404,117.031,4,brazil
199,4eWJNtBuAF8RP3hmeNr6GG,Robert Hood,Mirror Man,A System Of Mirrors,7,459389,False,0.685,0.697,10,-12.305,0,0.0373,8.41e-06,0.896,0.069,0.148,129.999,4,detroit-techno
200,2LOqLovvVa2ITe3jYOynep,Ronald Borjas,Bailamos Otra Vez,Tú y Yo Tenemos,36,240765,False,0.777,0.878,2,-3.681,1,0.0421,0.35,0.0,0.0336,0.716,97.965,4,salsa
201,5KvL86yNdiJKzSAagXqlyp,Kamisa 10,Ensaio do K10,Pra Mim Não É / Peaches,48,186394,False,0.675,0.786,11,-7.282,1,0.043,0.81,0.0,0.383,0.924,169.993,4,pagode
202,64YIeuGEqrP3Gop8in7JU0,Nacho;Manuel Turizo,Perreo Tenebroso Vol. 2,Déjalo,0,202893,False,0.743,0.796,11,-5.733,1,0.073,0.199,0.0,0.0577,0.683,95.003,4,reggaeton
203,3UAcFSrt3b8pVbJ0Z1YGSE,Vluestar,$tars and I feel alone,$tars and I feel alone,59,132858,False,0.567,0.214,0,-18.41,1,0.444,0.86,8.69e-05,0.12,0.56,86.251,4,chill
204,1yrjiJPL62jmU8Q9q9OlbG,Os Paralamas Do Sucesso,Arquivo II 1991 - 2000,Trac-Trac,41,232066,False,0.56,0.846,0,-6.816,1,0.0412,0.000647,0.0,0.0769,0.477,129.985,4,r-n-b
205,6X9rlFcbOE0SsrarJ8PFMQ,Legião Urbana,Acústico (Ao Vivo Em São Paulo / 1999),O Teatro Dos Vampiros - Ao Vivo Em São Paulo / 1999,51,336733,False,0.543,0.358,7,-8.927,1,0.151,0.546,0.0,0.226,0.441,110.457,4,r-n-b
206,2D9BrlpeyjXF0vli2dYQ5V,Breaking Benjamin,Dark Before Dawn,Angels Fall,65,228866,False,0.4,0.886,7,-5.078,1,0.0521,0.000868,0.000211,0.122,0.406,195.958,4,grunge
207,7DO2Jjx3HOUUuTQPVhzWTS,Sylvester,Disco Boogie Mood,You Make Me Feel (Mighty Real),1,400115,False,0.629,0.851,5,-11.182,0,0.0294,0.0309,0.303,0.0947,0.961,130.7,4,disco
208,2nrTGa0tJjTypIjpavxMwW,Mc Tocha;Raphaela Santos,Não Vou Desistir,Não Vou Desistir,50,169482,False,0.734,0.631,8,-7.671,1,0.0443,0.541,0.0,0.0857,0.538,129.877,4,funk
209,6fUYzj7XQ4RKqXSYgpzVgP,Kruger Brothers;Kontras Quartet,Roan Mountain Suite,Gather Round - Prelude,20,105000,False,0.499,0.124,2,-19.474,1,0.0793,0.836,0.861,0.0925,0.263,87.205,1,bluegrass
210,4IIxX7RW9nunvLx5bg6JCE,OConnor,El Tiempo Es Tan Pequeño,No Te Aflijas,19,213333,False,0.578,0.782,9,-3.368,1,0.0274,8.83e-06,0.025,0.0979,0.173,118.909,4,heavy-metal
211,51mkxlKoGL1bAj8uR2gE7d,Bazzi,Pop Hits Now,Heaven,0,153391,False,0.798,0.575,5,-5.515,0,0.035,0.14,3.62e-06,0.056,0.683,114.986,4,electro
212,0hRphF5bOnJkQzKSKuJbmc,Rebel Cats;Daniel Gutierrez,Rebel Cats Y Sus Amigos,Shooby Doo Wop,37,148360,False,0.509,0.964,9,-4.558,1,0.118,0.000803,0.0,0.149,0.538,118.963,4,rockabilly
213,38Qxu73W4pnkkwlKJaLfUK,Rotlaus;Synne,Ei tid (Akustisk versjon),Ei tid - Akustisk versjon,44,242906,False,0.492,0.694,11,-6.033,0,0.0276,0.0765,0.0006,0.316,0.366,89.93,4,country
214,1VXt7X8M9sHvdeNI7GUuYJ,Linkin Park;Phoenix Orion,Reanimation,Rnw@y (Backyard Bangers Reanimation) [feat. Phoenix Orion],44,193400,False,0.602,0.921,7,-4.633,1,0.0604,0.00042,0.000272,0.0983,0.545,108.692,4,grunge
215,2Qw99dMoeI6bnxGqDInWDS,BH,Forgive Me Now,Forgive Me Now,42,200766,False,0.52,0.363,1,-13.666,1,0.0357,0.821,0.479,0.0863,0.0398,139.989,4,dubstep
216,4sQZkvEugFqfWQ7OUsssZs,Los Caligaris,20 Años: El Show Más Feliz del Mundo (En Vivo),Razón - En Vivo,44,197847,False,0.518,0.846,6,-7.181,1,0.0448,0.0529,0.0,0.934,0.563,152.087,4,alt-rock
217,2SaMMF3gwdwTjWuR44LETg,Powfu,sleeping on the floor,sleeping on the floor,48,153802,True,0.644,0.442,1,-9.423,1,0.123,0.829,0.0,0.135,0.574,142.026,4,sad
218,3RPh9XCOZJ6ztd9Vdzpo7E,Dempagumi.Inc,WWDBEST ~電波良好!~,ノットボッチ...夏,17,254920,False,0.301,0.868,9,-3.598,0,0.157,0.117,0.000117,0.359,0.474,173.064,4,j-idol
219,1yA8lhzxv2p8UNygfiD8JJ,Alison Krauss & Union Station,Live,"A Tribute To Peador O'Donnell / Monkey Let The Hogs Out - Live From The Louisville Palace, Kentucky / 2002",22,298373,False,0.379,0.483,2,-16.129,1,0.0493,0.307,0.0557,0.988,0.498,76.271,5,bluegrass
220,1bDQY7asH4uLK5XeKQs1GE,Leonard Kwan;Rare Debut Recording;The Red Album;Slack Key Master;Slack Key Tunings,The Legendary Leonard Kwan : The Complete Early Recordings,Hawaiian Chimes,21,170306,False,0.591,0.31,5,-15.65,1,0.0513,0.84,0.931,0.144,0.551,108.998,4,guitar
221,1EOAG0TqrcjgANxMMNei3l,Jada Kingdom,Long Term,Long Term,26,215200,False,0.743,0.586,9,-7.172,0,0.235,0.243,0.0,0.0791,0.502,110.573,5,dancehall
222,3dJjsWCy6ZwMfw5NbD226G,Wisin & Yandel;Anthony Santos,Reggeaton Imperdible,Noche De Sexo,1,205773,True,0.721,0.714,11,-5.436,0,0.234,0.107,0.0,0.562,0.506,94.002,4,reggaeton
223,3iZArDlxJyb72KVWPmb3JW,Criss & Ronny;Koffee el Kafetero;Zaider,El Retén (Remix),El Retén - Remix,39,235495,False,0.856,0.829,2,-3.664,1,0.0848,0.22,0.0,0.0432,0.723,106.004,4,reggaeton
224,4pXddXwuJsDcmHR8k3YGNT,Vitor Fernandes,Piseiro Apaixonado,Aliança,49,218098,False,0.548,0.728,6,-5.234,1,0.0373,0.263,0.00788,0.101,0.831,162.058,4,forro
225,6iItThBHJPM3H7JOHx9gn6,Diogo Nogueira;Zeca Pagodinho,Samba de Verão_Céu,Amarguras / Ai Que Saudade do Meu Amor / Se Eu For Falar de Tristeza,39,337819,False,0.694,0.742,11,-6.271,0,0.0669,0.604,0.0,0.393,0.843,105.957,4,samba
226,4ut5G4rgB1ClpMTMfjoIuy,Martin Garrix;Bonn,High On Life (feat. Bonn),High On Life (feat. Bonn),71,230761,False,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,4,house
227,4ZNp5J0vpeDZU7rXEHKjce,Ilaiyaraaja;Krishnachandran;S. Janaki,Kozhi Koovuthu (Original Motion Picture Soundtrack),Edho Mogam,47,324500,False,0.533,0.464,5,-9.128,1,0.0385,0.672,0.00071,0.456,0.482,79.171,4,k-pop
228,7p0k0d5AIIexm8mDTqEaS8,Fangoria,El paso trascendental del vodevil a la astracanada. Antologia de canciones de ayer y de hoy (Super Deluxe edition),Retorciendo palabras,26,237640,False,0.747,0.865,10,-7.438,0,0.0481,0.032,0.0,0.109,0.792,124.963,4,synth-pop
229,6zQPRiKYLdpAIn5HDtzDYc,Jamie Muscato;Original West End Cast of Heathers,Heathers the Musical (Original West End Cast Recording),Meant to be Yours,62,210440,True,0.552,0.632,6,-6.364,0,0.0962,0.398,0.0,0.227,0.464,97.998,3,show-tunes
230,0BNx9rXwDejADt61QEmphh,Miss Saigon Original Cast;Jon Jon Briones;Eva Noblezada;Kwang-Ho Hong,Miss Saigon: The Definitive Live Recording (Original Cast Recording / Deluxe),Coo-Coo Princess - Live,25,546386,True,0.391,0.237,3,-14.398,0,0.0892,0.803,0.0,0.191,0.165,79.233,4,show-tunes
231,5BuKHYnXTIVxSV88Pewmpf,Pinhani,Çok Alıştım Sana,Çok Alıştım Sana,49,293930,False,0.459,0.329,2,-11.41,0,0.0291,0.0798,0.000286,0.082,0.369,149.956,3,turkish
232,3AedlLCGKNhQdhtLzObIbR,Daddy Yankee,Queda poco para la PAES 2.0,Pasarela,0,193733,False,0.839,0.907,9,-4.259,1,0.0453,0.101,0.0,0.332,0.737,121.048,4,latino
233,4mOmWSdTmf6fSAibGWCKp7,A.R. Rahman;Jonita Gandhi,O Kadhal Kanmani (Original Motion Picture Soundtrack),Mental Manadhil,61,205759,False,0.568,0.886,6,-7.983,0,0.081,0.0123,3.4e-05,0.361,0.846,160.054,4,pop-film
234,78ibI5Q8xHs4qYwD0OM2Sw,"Tito ""El Bambino"";Beenie Man;Ines",Perreo en Halloween,Flow Natural,2,173866,False,0.831,0.789,0,-5.498,1,0.0661,0.121,0.0,0.328,0.826,101.037,4,latino
235,5uUwp79o8cqGlQ9MOy9ueU,Paveier,Dat Beste us 25 Johr,Er war der weißeste Mann am Strand,37,244746,False,0.674,0.664,9,-3.352,1,0.0259,0.178,0.0,0.099,0.673,113.57,3,party
236,0snPJPxkk0MbTc0xeUvAPt,Lionel Richie,Dancing On The Ceiling (Expanded Edition),Dancing On The Ceiling,69,270720,False,0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,4,disco
237,491c4G5XxA8I80zNvR1rLR,Lund,Downhill,Downhill,54,176013,True,0.846,0.419,4,-8.957,0,0.0499,0.198,1.15e-05,0.0415,0.527,119.992,4,sad
238,2ayIgfvWo3SfYP2pVOr4pC,ROSÉ,R,Gone,72,207163,False,0.647,0.377,6,-6.003,1,0.0375,0.594,0.0,0.0768,0.653,79.936,4,k-pop
